num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,booking_origin_0,booking_origin_1,booking_origin_2,booking_origin_3,booking_origin_4,booking_origin_5,booking_origin_6,route,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9
1,0,0,119,24,12,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,84,25,4,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,1,0,3,23,6,6,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,90,35,8,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,55,89,14,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,134,31,2,1,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,39,40,3,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,171,36,8,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,323,30,14,3,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
5,0,0,60,21,16,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,29,18,11,1,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,76,131,2,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,10,21,6,5,0,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,42,24,16,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,6,36,14,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,226,31,14,4,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,44,28,10,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,62,40,9,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,1,0,18,28,7,2,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,10,89,10,6,1,0,1,5.62,0,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,59,44,12,1,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,21,33,12,3,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,149,34,16,3,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,216,32,4,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,32,62,14,3,1,1,1,5.62,1,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,115,30,10,5,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,57,31,13,3,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
5,0,0,126,47,2,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,118,23,14,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,13,36,4,4,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,53,23,14,1,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,91,28,14,5,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,25,40,12,3,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,103,21,8,7,1,0,0,5.62,1,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,11,28,3,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,81,23,12,7,1,1,0,5.62,0,0,0,0,1,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,33,37,23,1,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,47,26,8,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,12,27,2,1,0,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,36,27,1,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,1,0,233,37,2,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,60,21,12,1,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,178,17,3,2,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,32,17,11,5,0,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,53,77,5,4,1,0,1,5.62,1,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,10,91,1,5,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,7,114,0,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,95,37,4,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,69,27,2,6,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,75,18,5,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,30,17,3,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,8,27,6,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,81,41,11,7,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,254,40,4,5,1,1,1,5.62,0,0,0,1,0,1,0,0,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,63,26,7,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,74,32,10,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,229,48,14,6,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,132,35,3,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
6,0,0,6,19,3,3,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,40,19,3,5,1,1,0,5.62,1,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,27,61,9,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,1,0,78,22,8,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,217,29,5,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,130,41,13,3,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,201,50,4,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,73,23,14,7,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,104,23,11,4,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,51,27,18,1,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,1,0,14,24,1,3,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,87,22,11,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,86,41,12,1,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
5,0,0,47,57,3,6,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,30,52,6,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,23,35,1,1,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,84,17,4,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,220,30,12,1,1,1,1,5.62,0,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,204,42,2,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,149,34,16,3,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,15,17,10,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,127,89,6,7,1,1,1,5.62,1,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,265,29,4,6,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,2,34,15,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,65,22,8,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,128,39,0,1,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,74,27,4,4,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,43,17,16,2,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
6,0,0,155,22,11,1,1,1,1,5.62,1,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,32,24,15,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,78,23,17,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,30,36,13,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,3,64,8,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,1,0,19,88,15,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,206,24,7,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,31,25,9,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,95,29,12,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,114,22,12,3,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,9,21,6,3,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,59,27,12,3,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,27,36,16,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,31,31,16,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,204,30,13,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,2,22,9,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,29,26,6,2,0,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,1,21,14,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,60,24,14,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,120,21,4,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,48,23,12,7,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,14,26,11,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,61,23,8,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,88,22,9,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,56,32,6,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,66,17,14,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,73,19,14,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,6,69,0,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,152,23,10,7,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,64,33,7,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,28,27,13,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,33,37,4,7,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,96,32,2,4,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,115,31,8,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,96,18,13,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,56,36,5,2,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,1,0,110,27,3,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,92,18,2,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,137,35,4,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,81,41,11,7,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,161,32,7,1,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,12,87,9,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
5,0,0,160,27,14,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,114,31,8,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,134,21,9,1,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,119,29,12,6,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,1,0,18,33,6,3,1,1,1,5.62,0,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,19,1,8,3,0,1,1,5.62,1,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,82,30,9,6,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,151,32,1,1,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,259,22,10,5,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,109,22,5,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,104,20,14,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
5,0,0,124,46,11,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,36,90,7,1,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,221,30,14,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,49,25,11,3,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,50,32,2,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,112,20,11,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,13,46,14,2,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,96,22,3,7,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,57,19,11,4,0,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,1,0,40,17,2,2,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,336,29,6,1,0,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,143,51,10,2,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,110,43,2,1,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,59,80,14,5,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,81,41,11,7,1,1,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,102,19,16,7,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,127,42,15,5,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,38,23,3,6,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,68,21,9,6,1,0,0,5.62,0,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,31,20,21,7,1,1,1,5.62,0,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,249,41,12,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
5,0,0,139,45,8,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,3,47,9,2,1,0,0,5.62,0,0,0,0,0,0,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,120,36,14,4,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,19,23,16,7,1,0,0,5.62,1,0,0,0,0,0,1,0,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,33,22,12,7,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,32,17,1,1,0,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
3,0,0,33,27,15,2,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
4,0,0,32,26,12,1,1,1,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,53,22,8,4,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,25,26,8,1,1,0,1,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
2,0,0,135,26,8,6,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,152,18,8,4,1,0,0,5.62,0,0,1,0,0,1,0,1,COKPER,0,0,1,0,1,0,0,0,1,0
1,0,0,10,75,16,6,1,1,1,6.33,1,0,0,0,0,0,1,0,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,2,20,2,1,1,0,0,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,12,29,9,3,1,0,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
2,0,0,22,42,15,2,1,1,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,87,23,11,4,1,0,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,5,164,9,3,1,1,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,35,30,21,5,1,0,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,2,70,17,3,3,1,0,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,77,22,2,5,1,0,1,6.33,0,0,0,0,0,1,0,1,COKPUS,0,0,1,0,1,0,0,0,1,1
1,0,0,33,28,4,7,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,207,33,8,5,1,0,0,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
3,0,0,123,18,10,4,1,1,0,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
3,0,0,64,20,9,3,0,0,0,8.58,1,0,0,0,0,0,1,0,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,158,19,1,6,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,160,28,14,4,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,54,20,4,3,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,60,68,12,3,1,1,0,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,26,43,6,7,1,0,0,8.58,1,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,9,20,11,2,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,39,25,23,5,1,1,1,8.58,1,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,66,17,9,7,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,54,22,5,3,0,0,0,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,65,35,11,3,0,0,0,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,1,0,127,31,13,4,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,22,25,3,2,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,69,23,4,4,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
3,0,0,25,25,6,7,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,41,37,10,4,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,1,0,50,20,7,1,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,145,40,11,7,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,88,86,3,1,0,0,0,8.58,1,0,0,0,0,0,1,0,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,199,35,2,7,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,51,29,7,1,1,0,0,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,223,53,3,6,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
4,0,0,85,20,4,2,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
5,0,0,296,40,21,2,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
1,0,0,26,31,13,2,1,1,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,231,24,23,2,1,0,1,8.58,0,0,1,0,0,1,0,1,COKSYD,0,0,1,0,1,0,0,1,0,0
2,0,0,42,115,9,1,1,0,0,8.58,1,0,0,0,0,0,1,0,COKSYD,0,0,1,0,1,0,0,1,0,0
